example,N,lambda,m,x,error,log10_error
6.2,320,40,10,-0.999017983677360107,8.33022713590427254e-4,-3.07934315675347408
6.2,320,40,10,-0.99891499517884552,7.68061900269884398e-4,-3.1146037775435871
6.2,320,40,10,-0.998803329270719479,7.06739762633245845e-4,-3.15074047369672585
6.2,320,40,10,-0.998682433796231338,6.48973147792229688e-4,-3.18777327239365156
6.2,320,40,10,-0.998551733337661766,5.94670916609271696e-4,-3.22572330089027626
6.2,320,40,10,-0.998410628829430522,5.43734801994125245e-4,-3.2646128688921678
6.2,320,40,10,-0.998258497187473712,4.96060264517860626e-4,-3.3044655594821931
6.2,320,40,10,-0.998094690955667462,4.51537340041007167e-4,-3.34530632972870951
6.2,320,40,10,-0.997918537970063242,4.10051474316310296e-4,-3.3871616222842958
6.2,320,40,10,-0.997729341041687466,3.71484339819803298e-4,-3.43005948950285731
6.2,320,40,10,-0.997526377658644585,3.35714630383332311e-4,-3.47402973186400258
6.2,320,40,10,-0.997308899708248608,3.02618829543893658e-4,-3.51910405280790059
6.2,320,40,10,-0.997076133219892947,2.7207194888660814e-4,-3.56531623246409315
6.2,320,40,10,-0.996827278129352547,2.43948233035257312e-4,-3.61270232322015771
6.2,320,40,10,-0.996561508065195625,2.18121828333393648e-4,-3.66130087064147864
6.2,320,40,10,-0.996277970157964852,1.94467412656456781e-4,-3.71115316394854576
6.2,320,40,10,-0.995975784872769595,1.72860784197458016e-4,-3.76230352111810111
6.2,320,40,10,-0.995654045865911838,1.53179407472072994e-4,-3.81479961474490914
6.2,320,40,10,-0.995311819866148711,1.35302915189939222e-4,-3.8686928461424712
6.2,320,40,10,-0.994948146581174079,1.19113565034245448e-4,-3.92403877685432225
6.2,320,40,10,-0.994562038629880538,1.04496650778129522e-4,-3.98089762890112466
6.2,320,40,10,-0.994152481500941315,9.13408675409534988e-5,-4.03933486784988878
6.2,320,40,10,-0.993718433538229084,7.95386313473837064e-5,-4.09942188636226994
6.2,320,40,10,-0.99325882595356557,6.89863534947764157e-5,-4.16123681053899535
6.2,320,40,10,-0.992772562867272058,5.95846705573049038e-5,-4.22486545751968825
6.2,320,40,10,-0.992258521376966524,5.12386311564670127e-5,-4.29040248097914088
6.2,320,40,10,-0.991715551655028179,4.38578409052600045e-5,-4.35795275218453072
6.2,320,40,10,-0.991142477075124669,3.73565671858586695e-5,-4.42763303931390532
6.2,320,40,10,-0.99053809436817113,3.16538056468280839e-5,-4.4995740685199427
6.2,320,40,10,-0.989901173808063693,2.66733105047810061e-5,-4.57392307937070612
6.2,320,40,10,-0.989230459427502989,2.23435909062815552e-5,-4.65084702882741321
6.2,320,40,10,-0.988524669264195617,1.85978757483227345e-5,-4.73053665811899426
6.2,320,40,10,-0.987782495637693566,1.53740494697731819e-5,-4.81321172581553844
6.2,320,40,10,-0.987002605457103166,1.26145614119848449e-5,-4.89912784460467457
6.2,320,40,10,-0.986183640559866311,1.02663114047333642e-5,-4.98858556656013808
6.2,320,40,10,-0.985324218081787512,8.28051426453806634e-6,-5.08194269035091711
6.2,320,40,10,-0.984422930858450829,6.61254589713075578e-6,-5.17963130054444084
6.2,320,40,10,-0.983478347858140849,5.22177367558782188e-6,-5.28218195548768059
6.2,320,40,10,-0.982489014646351744,4.07137372178897993e-6,-5.39025903079149619
6.2,320,40,10,-0.981453453881938051,3.12813765298252996e-6,-5.50471414416226445
6.2,320,40,10,-0.980370165844930133,2.36227126904724697e-6,-5.62667023208840673
6.2,320,40,10,-0.97923762899600647,1.74718755140911554e-6,-5.75766047328258464
6.2,320,40,10,-0.978054300567583847,1.25929622347536833e-6,-5.89987209905126748
6.2,320,40,10,-0.976818617186455338,8.77791986956218042e-7,-6.05660838798931579
6.2,320,40,10,-0.975528995527874671,5.84443400687952228e-7,-6.23325754089068241
6.2,320,40,10,-0.974183833000954118,3.63384210720314325e-7,-6.43963394699499988
6.2,320,40,10,-0.972781508465211609,2.00908774670984482e-7,-6.69700109506872496
6.2,320,40,10,-0.971320382978071212,8.52730518547844664e-8,-7.06918819368405515
6.2,320,40,10,-0.969798800573089612,6.50245560523585686e-9,-8.18692260421735071
6.2,320,40,10,-0.968215089068649697,4.37923123950531588e-8,-7.3586021218575027
6.2,320,40,10,-0.966567560906830904,7.2590502065342621e-8,-7.13912019982960188
6.2,320,40,10,-0.964854514022134579,8.56268591535584179e-8,-7.06738998587772641
6.2,320,40,10,-0.963074232739711324,8.75468732437139063e-8,-7.05775936022874134
6.2,320,40,10,-0.961224988702706174,8.20512927056620008e-8,-7.0859145723133474
6.2,320,40,10,-0.959305041828306433,7.20296260399473998e-8,-7.14248883996729037
6.2,320,40,10,-0.957312641292046251,5.96824966422589194e-8,-7.22415301771908024
6.2,320,40,10,-0.955246026539891413,4.66328556799596641e-8,-7.33130798861854624
6.2,320,40,10,-0.953103428327597526,3.40261845297467094e-8,-7.46818674707163096
6.2,320,40,10,-0.950883069786804747,2.26199332451536232e-8,-7.64550868107741588
6.2,320,40,10,-0.948583167517302461,1.28625441650076189e-8,-7.89067312102747585
6.2,320,40,10,-0.946201932704867929,4.9624995845618999e-9,-8.30429951658600373
6.2,320,40,10,-0.943737572264053902,1.05209088050161481e-9,-8.97794674383661786
6.2,320,40,10,-0.94118829000527156,5.28278409071044615e-9,-8.27713713872233362
6.2,320,40,10,-0.938552287825486913,7.91834878526327076e-9,-8.10136537247784263
6.2,320,40,10,-0.935827766921821041,9.19989548472144366e-9,-8.03621710642255116
6.2,320,40,10,-0.933012929027317255,9.39289868846008018e-9,-8.0272003619261739
6.2,320,40,10,-0.930105977668111448,8.76540596122563244e-9,-8.05722796517915843
6.2,320,40,10,-0.927105119441215653,7.57172652012863511e-9,-8.12080508051700139
6.2,320,40,10,-0.92400856531209911,6.04090036827204957e-9,-8.21889832696983641
6.2,320,40,10,-0.920814531931225972,4.36926697366688591e-9,-8.35959141794824972
6.2,320,40,10,-0.91752124296868428,2.71647897738620217e-9,-8.56599365158755675
6.2,320,40,10,-0.914126930466016905,1.20434038118940995e-9,-8.9192507516326417
6.2,320,40,10,-0.910629836204341874,8.2110989177271422e-11,-10.0855987159661466
6.2,320,40,10,-0.90702821308782694,1.09181135594389741e-9,-8.96185239290409732
6.2,320,40,10,-0.90332032654156135,1.80365411424900484e-9,-8.74384674322176626
6.2,320,40,10,-0.899504455922846559,2.22168047679010877e-9,-8.65331840135608705
6.2,320,40,10,-0.895578895944907262,2.36985541808442146e-9,-8.62527814894495264
6.2,320,40,10,-0.891541958112004383,2.28675146023423825e-9,-8.64078103491856397
6.2,320,40,10,-0.887391972164912793,2.0204078854103494e-9,-8.69456094515695623
6.2,320,40,10,-0.883127287535708451,1.62357925099463665e-9,-8.78952650751249705
6.2,320,40,10,-0.87874627481079235,1.14953550849363279e-9,-8.93947760907963662
6.2,320,40,10,-0.874247327201062257,6.48527383758619344e-10,-9.18807168131594025
6.2,320,40,10,-0.869628862018127646,1.64985660817497454e-10,-9.78255379941304012
6.2,320,40,10,-0.864889322155448495,2.64517785591195281e-10,-9.57754512164607656
6.2,320,40,10,-0.860027177573264863,6.12555466468968964e-10,-9.2128545801213731
6.2,320,40,10,-0.855040926786171194,8.61415570722277639e-10,-9.06478728230914257
6.2,320,40,10,-0.849929098352177355,1.00302413480101073e-9,-8.99868861684518971
6.2,320,40,10,-0.844690252362087336,1.03830349122713051e-9,-8.98367568569715202
6.2,320,40,10,-0.839322981928016458,9.76067317198042237e-10,-9.01052022897319509
6.2,320,40,10,-0.833825914669858778,8.31562212653811342e-10,-9.0801052538388795
6.2,320,40,10,-0.828197714198508206,6.24770249154042547e-10,-9.20427965924576757
6.2,320,40,10,-0.822437081594629689,3.78586661325654673e-10,-9.4218346915204344
6.2,320,40,10,-0.816542756881770585,1.16982206397386737e-10,-9.93188019168210539
6.2,320,40,10,-0.810513520492597192,1.36748821195627693e-10,-9.86407640869062436
6.2,320,40,10,-0.804348194727037195,3.61565812074283145e-10,-9.44181264105459625
6.2,320,40,10,-0.798045645201105643,5.40009805923445674e-10,-9.2675983538441127
6.2,320,40,10,-0.791604782285189924,6.59224402185001561e-10,-9.18096672494846401
6.2,320,40,10,-0.785024562530568111,7.1162993669859937e-10,-9.1477457903948363
6.2,320,40,10,-0.778303990082934959,6.95230088305771843e-10,-9.15787144066986127
6.2,320,40,10,-0.771442118081710832,6.1354897494557308e-10,-9.21215076512980791
6.2,320,40,10,-0.764438050043910819,4.75215084565166784e-10,-9.32310978216946059
6.2,320,40,10,-0.75729094123135439,2.93225435638790931e-10,-9.53279835982066509
6.2,320,40,10,-0.75,8.39385965537912894e-11,-10.0760382964306942
6.2,320,40,10,-0.742564489130194252,1.34141904969560041e-10,-9.87243553046969515
6.2,320,40,10,-0.734983727136631382,3.41722126235504467e-10,-9.46632690006901349
6.2,320,40,10,-0.727257089556826088,5.20131563715838779e-10,-9.28388679065569759
6.2,320,40,10,-0.719384010216911023,6.52714089506278871e-10,-9.18527701250888502
6.2,320,40,10,-0.711363982473579553,7.26113729821989787e-10,-9.13899535124782658
6.2,320,40,10,-0.703196560431004797,7.31376663116504298e-10,-9.13585890131465636
6.2,320,40,10,-0.694881360131577293,6.64798013925867779e-10,-9.1773102866702822
6.2,320,40,10,-0.6864180607193161,5.28452636254762791e-10,-9.27699393122311865
6.2,320,40,10,-0.67780640557482154,3.30362845036279953e-10,-9.48100880246267474
6.2,320,40,10,-0.669046203420652252,8.42725859498216812e-11,-10.0743136793135174
6.2,320,40,10,-0.660137329396024636,1.90983649833351937e-10,-9.71900381123968095
6.2,320,40,10,-0.651079726099749245,4.72508336198719197e-10,-9.32559052507394031
6.2,320,40,10,-0.641873404600336065,7.3473445113962101e-10,-9.13386959594022913
6.2,320,40,10,-0.632518445412219007,9.51132773692035249e-10,-9.02175885334978788
6.2,320,40,10,-0.623014999437069313,1.09615928481259358e-9,-8.96012633317935308
6.2,320,40,10,-0.613363288869187824,1.14734896782203262e-9,-8.94030447072181034
6.2,320,40,10,-0.603563608063987319,1.08744445713473282e-9,-8.96359291605232909
6.2,320,40,10,-0.593616324368598238,9.0643322149673027e-10,-9.04266418561563217
6.2,320,40,10,-0.583521878913654174,6.03356161885130679e-10,-9.21942624759658677
6.2,320,40,10,-0.573280787365337421,1.87744498005638278e-10,-9.72643278146522281
6.2,320,40,10,-0.562893640636789676,3.19458594355488607e-10,-9.49558542360335003
6.2,320,40,10,-0.552361105558018625,8.85629224256716975e-10,-9.05274806091431384
6.2,320,40,10,-0.541683925503457643,1.46697166807652707e-9,-8.83357827369376156
6.2,320,40,10,-0.530862920976363103,2.00990930476226621e-9,-8.6968235392610794
6.2,320,40,10,-0.519898990149261889,2.45343377408308969e-9,-8.61022566050289539
6.2,320,40,10,-0.508793109359690574,2.73245213840666766e-9,-8.5634474364076913
6.2,320,40,10,-0.497546333560497306,2.78212718834502763e-9,-8.55562301958704547
6.2,320,40,10,-0.486159796724007817,2.54315321123092381e-9,-8.59462747514170585
6.2,320,40,10,-0.474634712199387973,1.96784878962233782e-9,-8.7060082760040727
6.2,320,40,10,-0.462972373022567054,1.02687995518615334e-9,-8.98848032353754137
6.2,320,40,10,-0.451174152178118298,2.83648073906933638e-10,-9.54722016113658
6.2,320,40,10,-0.439241502812526288,1.93507346563338278e-9,-8.71330254221430752
6.2,320,40,10,-0.427175958398304381,3.85946367100594349e-9,-8.41347304271322027
6.2,320,40,10,-0.414979132848459585,5.94382356388105217e-9,-8.22593409062872704
6.2,320,40,10,-0.402652720580837067,8.02583703466235976e-9,-8.09550966290088672
6.2,320,40,10,-0.390198496531911756,9.89184636421127106e-9,-8.00472263752843367
6.2,320,40,10,-0.377618316119630328,1.12778659249255261e-8,-7.94777307275627717
6.2,320,40,10,-0.364914115154943111,1.18745162305282568e-8,-7.92538407456134868
6.2,320,40,10,-0.352087909701702187,1.13368491221877269e-8,-7.94550763318491044
6.2,320,40,10,-0.339141795884639083,9.30011288843669895e-9,-8.03151177977643323
6.2,320,40,10,-0.326077949645173,5.40257526559990285e-9,-8.26739917405933975
6.2,320,40,10,-0.312898626444838377,6.83419575772913724e-10,-9.16531258548985444
6.2,320,40,10,-0.29960616091615883,9.21093890655772472e-9,-8.03569609823377406
6.2,320,40,10,-0.286202966460832995,2.03072431697163574e-8,-7.69234903067913073
6.2,320,40,10,-0.272691534795136598,3.39105978943760412e-8,-7.4696645528954865
6.2,320,40,10,-0.259074435442484077,4.96938585305972652e-8,-7.30369728070490503
6.2,320,40,10,-0.245354315173132314,6.6973598152959856e-8,-7.17409636798934088
6.2,320,40,10,-0.231533897391048414,8.46035975314094372e-8,-7.07261116940990046
6.2,320,40,10,-0.217615981468003029,1.00851590267699619e-7,-6.99631724927033834
6.2,320,40,10,-0.203603442024990344,1.13258253593452671e-7,-6.94593013934178881
6.2,320,40,10,-0.189499228161115594,1.18477558775192698e-7,-6.92636390301306009
6.2,320,40,10,-0.175306362630130745,1.1209774430246779e-7,-6.95040312644916097
6.2,320,40,10,-0.161027940964838751,8.84423502267270369e-8,-7.05333972519625256
6.2,320,40,10,-0.146667130549626599,4.03509528773943031e-8,-7.39414620506810656
6.2,320,40,10,-0.132227169641427024,4.10605349769772868e-8,-7.38657539651351233
6.2,320,40,10,-0.117711366339448484,1.66659883719249011e-7,-6.77816892552312186
6.2,320,40,10,-0.103123097504052438,3.4957849929438898e-7,-6.45645528634928248
6.2,320,40,10,-0.0884658076251963939,6.05510628902763416e-7,-6.21787822901423333
6.2,320,40,10,-0.073743007640900383,9.53030829680899635e-7,-6.02089305010277786
6.2,320,40,10,-0.0589582737062334818,1.41392838389255226e-6,-5.8495725871925451
6.2,320,40,10,-0.0441152459133557746,2.01355700565853209e-6,-5.69603607060460812
6.2,320,40,10,-0.0292176269631895995,2.78119783692194701e-6,-5.55576811705904796
6.2,320,40,10,-0.0142691807893320868,3.75043337798545292e-6,-5.42591854486086505
6.2,320,40,10,7.262688651411763e-4,4.9595296446778268e-6,-5.3045595094789813
6.2,320,40,10,0.015764839917294073,6.45182349437720832e-6,-5.19031752232252792
6.2,320,40,10,0.0308425934596451388,8.27611172132012064e-6,-5.08217365531595184
6.2,320,40,10,0.0459555353204190426,1.04870381926044873e-5,-4.9793471503414983
6.2,320,40,10,0.0610996176679372521,1.31454749849050216e-5,-4.88122371692951806
6.2,320,40,10,0.0762707406583151055,1.63188931930634842e-5,-4.78730930002121612
6.2,320,40,10,0.0914647541255973648,2.00817188202844517e-5,-4.697199118109779
6.2,320,40,10,0.106677459313429737,2.45156689304722774e-5,-4.61055625216899981
6.2,320,40,10,0.121904610647329838,2.9710063050956592e-5,-4.52709642653179638
6.2,320,40,10,0.137141917546587664,3.57621046629320795e-5,-4.44657693012778088
6.2,320,40,10,0.152385046274792897,4.27771275115674789e-5,-4.36878838170370797
6.2,320,40,10,0.167629621827954218,5.08688014117618878e-5,-4.29354849524441516
6.2,320,40,10,0.18287122985914447,6.0159292222382499e-5,-4.22069728188652526
6.2,320,40,10,0.198105418638574748,7.07793707144820097e-5,-4.15009330290849132
6.2,320,40,10,0.213327701047970601,8.28684651699213964e-5,-4.08161070477168064
6.2,320,40,10,0.228533556608094343,9.65746527178989585e-5,-4.01513684490171648
6.2,320,40,10,0.243718433538229084,1.12054584649377776e-4,-3.95057036985454639
6.2,320,40,10,0.258877750846412542,1.29473341243924237e-4,-3.88781964426623874
6.2,320,40,10,0.274006900449181995,1.49004211999946694e-4,-3.82680145492678569
6.2,320,40,10,0.289101249319565855,1.70828397576971769e-4,-3.76743993291022407
6.2,320,40,10,0.30415614166203242,1.95134630235906552e-4,-3.70966565020699648
6.2,320,40,10,0.31916690111308229,2.22118710097965393e-4,-3.6534148572549475
6.2,320,40,10,0.334128832966147828,2.51982955132117307e-4,-3.59862883518045488
6.2,320,40,10,0.34903722641944088,2.84935563420842218e-4,-3.54525334214863267
6.2,320,40,10,0.363887356845368776,3.21189886940281457e-4,-3.49323813747546965
6.2,320,40,10,0.378674488080118427,3.60963616818471669e-4,-3.44253657042473968
6.2,320,40,10,0.393393874731989148,4.04477880798574107e-4,-3.39310522314881964
6.2,320,40,10,0.408040764507036669,4.51956254426583782e-4,-3.34490359921640221
6.2,320,40,10,0.422610400550573643,5.03623688298129762e-4,-3.29789385073412126
6.2,320,40,10,0.437098023803055935,5.59705354529401042e-4,-3.25204053831133585
6.2,320,40,10,0.451498875368868932,6.20425416455301447e-4,-3.20731041911087154
6.2,320,40,10,0.465808198896514238,6.86005726395685449e-4,-3.16367225902842681
6.2,320,40,10,0.48002124296868428,7.56664457159753772e-4,-3.12109666569137805
6.2,320,40,10,0.49413326350070066,8.3261467377104376e-4,-3.07955593949579798
6.2,320,40,10,0.508139526145781498,9.14062852682525787e-4,-3.03902394033324695
6.2,320,40,10,0.522035308705593583,0.00100120735650473651,-2.99947596801539677
6.2,320,40,10,0.535815903544536807,0.00109423687298138963,-2.96088865469971667
6.2,320,40,10,0.549476620006201241,0.0011933288276084682,-2.92323986786501164
6.2,320,40,10,0.563012786830431172,0.00129864777989669058,-2.88650862259082596
6.2,320,40,10,0.576419754569425624,0.00141034381381612093,-2.85067500206698011
6.2,320,40,10,0.589692898001301195,0.00152855093342871214,-2.81572008540469397
6.2,320,40,10,0.602827618539540558,0.00165338547510343395,-2.78162588194360271
6.2,320,40,10,0.615819346636748667,0.0017849445480136961,-2.74837527135332183
6.2,320,40,10,0.628663544181138589,0.0019233045148330769,-2.7159519489171742
6.2,320,40,10,0.641355706884169907,0.00206851952466872838,-2.68434037546178735
6.2,320,40,10,0.653891366657764915,0.00222062011029888572,-2.65352573146158141
6.2,320,40,10,0.666266093979531212,0.00237961186170916226,-2.62349387490340308
6.2,320,40,10,0.67847550024442395,0.00254547418775016056,-2.59423130254512986
6.2,320,40,10,0.690515240101286724,0.00271815917746569997,-2.56572511424413974
6.2,320,40,10,0.702381013772717122,0.00289759057226691662,-2.53796298006808827
6.2,320,40,10,0.714068569356711035,0.00308366285965384498,-2.51093310993226858
6.2,320,40,10,0.725573705108549178,0.00327624049861499451,-2.48462422553563287
6.2,320,40,10,0.73689227170139973,0.00347515728616997273,-2.45902553439189655
6.2,320,40,10,0.748020174464122637,0.00368021587376436223,-2.4341267057735135
6.2,320,40,10,0.758953375594773914,0.00389118744138469076,-2.40991784840510965
6.2,320,40,10,0.769687896348322183,0.00410781153634012312,-2.38638948975953976
6.2,320,40,10,0.780219819197104766,0.00432979608266291348,-2.36353255682438426
6.2,320,40,10,0.790545289962566824,0.00455681756601886567,-2.34133835821967995
6.2,320,40,10,0.800660519916844292,0.00478852139789988987,-2.31979856755919746
6.2,320,40,10,0.810561787852769795,0.00502452246170163022,-2.29890520795782286
6.2,320,40,10,0.820245442120900162,0.00526440584207898648,-2.27865063759673122
6.2,320,40,10,0.829707902632184698,0.00550772773773050289,-2.25902753626619237
6.2,320,40,10,0.838945662824915004,0.00575401655649872521,-2.24002889281314302
6.2,320,40,10,0.847955291594619728,0.00600277419039765546,-2.22164799342719659
6.2,320,40,10,0.856733435185591328,0.00625347746690044825,-2.20387841070463309
6.2,320,40,10,0.865276819042756564,0.00650557977155064283,-2.18671399343519233
6.2,320,40,10,0.873582249622628118,0.00675851283570864208,-2.17014885706125352
6.2,320,40,10,0.881646616162101352,0.00701168868202185364,-2.15417737476328174
6.2,320,40,10,0.889466892403887774,0.00726450171902171943,-2.13879416912930824
6.2,320,40,10,0.897040138277405316,0.007516330975113319,-2.12399410436973345
6.2,320,40,10,0.904363501533974897,0.0077665424611425156,-2.10977227904193795
6.2,320,40,10,0.911434219335203072,0.00801449164971045806,-2.09612401925209337
6.2,320,40,10,0.918249619793461696,0.00825952605846388404,-2.0830448723042133
6.2,320,40,10,0.924807123463407538,0.00850098792372973774,-2.07053060076890058
6.2,320,40,10,0.931104244783517589,0.00873821695009112941,-2.05857717694645731
6.2,320,40,10,0.937138593466649403,0.00897055312082494272,-2.04718077770104808
6.2,320,40,10,0.942907875838670157,0.00919733955354501821,-2.0363377796444651
6.2,320,40,10,0.948409896124233238,0.00941792538492360423,-2.0260447546497533
6.2,320,40,10,0.953642557678816954,0.00963166866800165596,-2.0162984656765284
6.2,320,40,10,0.958603864166176469,0.00983793926534872024,-2.00709586289127678
6.2,320,40,10,0.963291920680397199,0.0100361217211978527,-1.99843408006727281
6.2,320,40,10,0.967704934811775695,0.010225618095661684,-1.99031043125000015
6.2,320,40,10,0.971841217655792397,0.0104058507442329148,-1.98272240767512664
6.2,320,40,10,0.975699184764479593,0.0105762650259858326,-1.97566767492716756
6.2,320,40,10,0.979277357039527386,0.0107363319242236867,-1.96914407032798732
6.2,320,40,10,0.982574361566510485,0.0108855505637578767,-1.96314960054524151
6.2,320,40,10,0.985588932389659053,0.0110234506095559835,-1.95768243941175716
6.2,320,40,10,0.988319911226637817,0.0111495945321530128,-1.9527409259476949
6.2,320,40,10,0.990766248122838913,0.0112635797259793256,-1.94832356257813724
6.2,320,40,10,0.992927002044735691,0.0113650404676143944,-1.94442901353950859
6.2,320,40,10,0.994801341411886739,0.0114536497019218089,-1.94105610346895851
6.2,320,40,10,0.996388544567221761,0.0115291206450513085,-1.93820381617153499
6.2,320,40,10,0.997688000185283636,0.0115912081944008618,-1.93587129356064316
6.2,320,40,10,0.998699207618143844,0.0116397101368082266,-1.93405783476792995
6.2,320,40,10,0.999421777178751647,0.0116744681474788073,-1.93276289541936117
6.2,320,40,10,0.999855430361520663,0.0116953685734463407,-1.9319860870748672
6.2,320,40,10,1.0,0.011702342996695972,-1.93172717682952954
6.2,640,80,20,-1.0,1.14905168427334749e-6,-5.93966043633356495
6.2,640,80,20,-0.999999999999999563,1.14872735266340116e-6,-5.93978303770399934
6.2,640,80,20,-0.999999999999972021,1.14775488439146456e-6,-5.94015085037222531
6.2,640,80,20,-0.999999999999681306,1.14613585776590803e-6,-5.94076390001174606
6.2,640,80,20,-0.999999999998209446,1.14387289875430681e-6,-5.94162222942085157
6.2,640,80,20,-0.999999999993169948,1.14096967418047463e-6,-5.94272589853630299
6.2,640,80,20,-0.999999999979606924,1.13743088223343096e-6,-5.9440749844525054
6.2,640,80,20,-0.999999999948580309,1.13326224032125172e-6,-5.94566958144618365
6.2,640,80,20,-0.999999999885437654,1.12847047031192594e-6,-5.94750980100658028
6.2,640,80,20,-0.999999999767773082,1.12306328121233274e-6,-5.94959577187119866
6.2,640,80,20,-0.999999999563074097,1.11704934934522762e-6,-5.95192764006711884
6.2,640,80,20,-0.999999999226057026,1.11043829609264615e-6,-5.95450556895791789
6.2,640,80,20,-0.999999998695692017,1.10324066328236161e-6,-5.95732973929623109
6.2,640,80,20,-0.999999997891918573,1.09546788630193646e-6,-5.96040034928199438
6.2,640,80,20,-0.999999996712052755,1.08713226503245265e-6,-5.96371761462641336
6.2,640,80,20,-0.999999995026887247,1.07824693270116269e-6,-5.96728176862170848
6.2,640,80,20,-0.999999992676485618,1.0688258227590419e-6,-5.97109306221669071
6.2,640,80,20,-0.999999989465672198,1.0588836338955162e-6,-5.97515176409822671
6.2,640,80,20,-0.999999985159219085,1.04843579330846445e-6,-5.97945816077865735
6.2,640,80,20,-0.99999997947673193,1.03749841835292651e-6,-5.98401255668923828
6.2,640,80,20,-0.999999972087236216,1.02608827669676877e-6,-5.98881527427967618
6.2,640,80,20,-0.999999962603465873,1.01422274511584942e-6,-5.99386665412383959
6.2,640,80,20,-0.999999950575856161,1.00191976706497196e-6,-5.99916705503172824
6.2,640,80,20,-0.999999935486242865,9.89197809164104519e-7,-6.00471685416779026
6.2,640,80,20,-0.999999916741269935,9.76075816741964941e-7,-6.01051644717568222
6.2,640,80,20,-0.999999893665507807,9.62573168581120188e-7,-6.01656624830957221
6.2,640,80,20,-0.999999865494284749,9.48709631010219487e-7,-6.02286669057209244
6.2,640,80,20,-0.999999831366233673,9.34505311489871689e-7,-6.02941822585905342
6.2,640,80,20,-0.999999790315556932,9.19980611838990187e-7,-6.03622132511103797
6.2,640,80,20,-0.999999741264011755,9.05156181248167015e-7,-6.04327647847199972
6.2,640,80,20,-0.999999683012619046,8.90052869225808011e-7,-6.05058419545499714
6.2,640,80,20,-0.999999614233098365,8.74691678621372192e-7,-6.05814500511520082
6.2,640,80,20,-0.99999953345903202,8.59093718868122436e-7,-6.06595945623031874
6.2,640,80,20,-0.999999439076761304,8.43280159585325143e-7,-6.07402811748859141
6.2,640,80,20,-0.999999329316017956,8.27272184676850183e-7,-6.0823515776845159
6.2,640,80,20,-0.999999202240294089,8.11090947059637745e-7,-6.09093044592246597
6.2,640,80,20,-0.999999055736953854,7.94757524151536416e-7,-6.0997653518283827
6.2,640,80,20,-0.999998887507090253,7.78292874243599695e-7,-6.10885694576971906
6.2,640,80,20,-0.999998695055130569,7.61717793877080791e-7,-6.11820589908382961
6.2,640,80,20,-0.999998475678193991,7.4505287634011423e-7,-6.12781290431500589
6.2,640,80,20,-0.99999822645520509,7.28318471393445552e-7,-6.13767867546036706
6.2,640,80,20,-0.999997944235766906,7.11534646328596246e-7,-6.14780394822482486
6.2,640,80,20,-0.99999762562879747,6.94721148455560895e-7,-6.15818948028535191
6.2,640,80,20,-0.99999726699093369,6.77897369110558611e-7,-6.16883605156479271
6.2,640,80,20,-0.999996864414706614,6.61082309267533931e-7,-6.17974446451546757
6.2,640,80,20,-0.999996413716492152,6.4429454683005657e-7,-6.1909155444128305
6.2,640,80,20,-0.999995910424241443,6.27552205673038547e-7,-6.20235013965945431
6.2,640,80,20,-0.999995349764995116,6.10872926496305443e-7,-6.21404912209962782
6.2,640,80,20,-0.999994726652185799,5.94273839544560142e-7,-6.22601338734486309
6.2,640,80,20,-0.999994035672733275,5.77771539240696785e-7,-6.23824385511062377
6.2,640,80,20,-0.9999932710739368,5.61382060771793984e-7,-6.25074146956459929
6.2,640,80,20,-0.999992426750169151,5.45120858659473466e-7,-6.26350719968686434
6.2,640,80,20,-0.999991496229377061,5.29002787338686599e-7,-6.27654203964227809
6.2,640,80,20,-0.999990472659392763,5.13042083761419406e-7,-6.28984700916549323
6.2,640,80,20,-0.999989348794061451,4.97252352034318605e-7,-6.30342315395896173
6.2,640,80,20,-0.999988116979189532,4.81646550091867817e-7,-6.31727154610434122
6.2,640,80,20,-0.999986769138318608,4.66236978399514239e-7,-6.33139328448772431
6.2,640,80,20,-0.999985296758330223,4.5103527067409031e-7,-6.34578949523913182
6.2,640,80,20,-0.999983690874886439,4.36052386602019541e-7,-6.36046133218673097
6.2,640,80,20,-0.999981942057711414,4.21298606529166375e-7,-6.37540997732626061
6.2,640,80,20,-0.999980040395719191,4.06783528089811024e-7,-6.39063664130616694
6.2,640,80,20,-0.999977975481992992,3.92516064736124041e-7,-6.40614256392897676
6.2,640,80,20,-0.999975736398621361,3.78504446123702901e-7,-6.421929014669459
6.2,640,80,20,-0.999973311701396569,3.64756220303232803e-7,-6.43799729321015065
6.2,640,80,20,-0.99997068940438076,3.51278257663163544e-7,-6.45434872999485021
6.2,640,80,20,-0.999967856964345366,3.38076756563468556e-7,-6.47098468680070921
6.2,640,80,20,-0.999964801265089376,3.25157250596084411e-7,-6.48790655732958243
6.2,640,80,20,-0.99996150860164213,3.12524617403530245e-7,-6.50511576781932789
6.2,640,80,20,-0.999957964664356308,3.00183088983485883e-7,-6.52261377767578085
6.2,640,80,20,-0.999954154522896906,2.88136263403772076e-7,-6.54040208012616005
6.2,640,80,20,-0.999950062610131977,2.7638711784923125e-7,-6.55848220289470092
6.2,640,80,20,-0.999945672705931029,2.64938022919455674e-7,-6.57685570890134861
6.2,640,80,20,-0.999940967920876958,2.5379075809415317e-7,-6.59552419698438406
6.2,640,80,20,-0.999935930679897505,2.4294652828117759e-7,-6.61448930264789877
6.2,640,80,20,-0.999930542705822213,2.32405981360879709e-7,-6.63375269883507907
